"nurseryid"	"(E)-Geranylacetone"	"1-Butanol"	"1-Butanol, 2-methyl-"	"1-Butanol, 2-methyl-, acetate"	"1-Dodecanol"	"1-Heptanol"	"1-Hexanol"	"1-Hexanol, 2-ethyl-"	"1-Octanol"	"1-Octen-3-ol"	"1-Octen-3-one"	"1-Pentanol"	"1-Penten-3-one"	"1-Penten-3-one, 2-methyl-"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"1,3,6,10-Dodecatetraene, 3,7,11-trimethyl"	"2-Dodecanone"	"2-Heptanone"	"2-Heptenal"	"2-Hexen-1-ol, acetate, (Z)-"	"2-Hexenal"	"2-Octenal, (E)-"	"2-Pentenal, (E)-"	"2-Propenal"	"2,2,7,7-Tetramethyloctane"	"2,4-Heptadienal, (E,E)-"	"2,4-Hexadienal"	"3-Hexenal"	"3-Hexenyl acetate"	"3-Methyl-3-butenyl acetate"	"4-Oxohex-2-enal"	"5-ethyl-2(5H)-furanone"	"5-Hepten-2-ol, 6-methyl-"	"5-Hepten-2-one, 6-methyl-"	"5-Hexen-1-ol"	"5-Hexenyl acetate"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzaldehyde"	"Benzene"	"Benzophenone"	"Benzothiazole"	"Butanal"	"Butanal, 2-methyl-"	"Butane, 1-methoxy-2-methyl-"	"Butanoic acid, 2-methyl-, 2-methylbutyl ester"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methyl-, methyl ester"	"Butanoic acid, 2-methyl-, pentyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, 3-hydroxy-, ethyl ester"	"Butanoic acid, butyl ester"	"Butanoic acid, ethyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyl 2-methylbutanoate"	"Butyrolactone"	"Cyclopropane, nonyl-"	"Decanal"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-methyl-"	"Furan, 2-pentyl-"	"Furan, tetrahydro-2,2,5,5-tetramethyl-"	"Heptanal"	"Heptane, 2,2,4,6,6-pentamethyl"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, 2-ethyl-"	"Hexanoic acid, butyl ester"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, hexyl ester"	"Hexanoic acid, methyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"n-Propyl acetate"	"Octanal"	"Octane, 2,2,6-trimethyl-"	"Pentanal"	"Pentanoic acid, ethyl ester"	"Phenol"	"Propanal"	"Propanoic acid, 2-methyl-, butyl ester"	"Propanoic acid, 2-methyl-, ethyl ester"	"Propanoic acid, 2-methyl-, hexyl ester"	"Propanoic acid, butyl ester"	"Propanoic acid, ethyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Toluene"	"β-Damascenone"
9012	75699	14561524	1979236	22355498	0	123922	30614863	1190621	208154	73135	1130441	582707	221660	0	50201	130339	0	0	0	141005	1460080	0	10117973	633491	0	0	0	0	678542.5	19053991	67413	0	0	0	39522	477295	30462	2326653	1678029	75588	191327800	112415058	0	12086069	83541	0	12847	0	0	0	0	0	0	0	1649011	0	0	0	0	0	9229429	617335	11131486	346476	135803	0	530095	18886	0	3604.1	347736	11936	0	0	0	0	560931	26945	0	22735204	7091.5	0	0	0	776553	0	0	2091382	0	2009224	657415	67646.5	1270932	0	0	0	0	0	34575	810141	0	85476	0	0	0	121687
9023	23785	18669305	9474125	134898122	242318	140923	30381666	591919	250204	11908	0	199047	445498	0	332538	211445	0	2477.3	0	0	405759	0	68499733	266520	0	0	62346	0	927531.5	19358724	0	0	0	21469	124177	333279	0	199249	1542087	0	85059950	108281200	86214	10045577	0	17816	41047	0	4835.9	0	22559	46249	0	529502	2183444	70071	0	39289	3567038	0	14336967	5324856	5285507	1253739	0	0	1317765	18874	0	0	241602	0	0	23601	0	9266	443743	0	0	28471560	0	0	0	0	1045590	0	314069	3369733	0	8950427	828922	122512	0	0	5716.6	0	0	0	0	4109152	0	210055	3392765	0	40008	181631
9027	45430	10139181	5165881	4652424	0	0	11653925	154098	19828	0	96897	286507	264883	46083	0	92508	0	0	0	0	247122	0	20274192	89764	0	0	715121	0	523968.5	14518549	0	0	0	0	0	243490	0	0	186073	0	17253182	6451631	0	430520	162466	0	0	0	0	0	0	0	0	0	304542	0	0	0	0	0	140316	0	160759	0	0	0	41999	18329	0	0	0	0	0	0	0	274129	26897	464045	0	3093536	0	0	13963	0	10001	0	0	158883	95135	98272	39654	926202	509314	0	14070	0	0	0	0	0	0	0	0	0	0	170629
9034	10792	4065175	2518717	83728082.3	0	0	2805708	119518	0	23543	262937	73424	0	0	0	91173	0	0	0	0	254974	0	462527	75055	0	0	0	0	0	0	0	0	0	0	18541	153798	0	1623242	759583	0	208054743	69519999	0	8095401	51918	0	0	0	0	0	0	0	0	0	504906	0	0	28009	0	0	3278317	666327	1243939	106833	0	0	527851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190919	0	78492	6765546	0	6570084	200252	59844	1020674	0	0	7607.5	0	0	0	2798252	0	93763	822462	0	0	0
9054	24261	4710515	2728367	8473466	0	3095.3	11912857	1285288	0	0	219910	370118	297388	0	0	42706	0	0	0	61330	202702	0	20099266	53858	66952	0	0	0	1040717.5	31571632	4795.9	0	0	0	3146.8	130994	0	191618	720196	0	20942281	14847723	0	1514495	0	0	18551	36020	12022	0	0	0	0	0	233349	0	0	0	0	0	203411	0	234567	0	0	0	0	0	12781	158897	0	0	0	0	0	0	427780	34578	58737	19809406	0	92452	0	0	44852	0	0	698866	0	116853	213385	48405.5	1024308	0	5921.6	0	0	0	0	0	0	0	0	0	0	0
9066	10130	3671359	5985201	14160549	20807	196781	22602379	87690	145610	14591	104598	375548	0	0	35789	117117	11664347	3442	0	0	84680	0	4800256	99685	0	0	0	0	325546.5	8902494	0	0	0	0	94188	246295	21988	87817	2898647	0	16335327	7561288	499088	1071252	62634	0	0	0	0	0	0	0	0	84668580	536698	2417879	0	0	569278	2205638	192551	173633013	139471	3346001	0	0	12050	0	0	0	87611	8599158	76875284	0	0	0	230134	0	19153	13413014	0	0	56655	15115851	101019	1082468	41555	0	0	2738553	185221	65207	0	2289547	9320.5	171579	0	5849632	0	0	35294883	0	0	0	0	0
9097	17110	7909932	12916755	42120316	0	612973	65601902	225767	869938	12849	354300	645812	198744	0	429708	49797	0	42824	0	0	257805	0	35575998	108387	0	0	0	0	965850.5	23412498	0	0	36010	24776	135224	116298	0	0	3015411	0	39055768	6318502	0	685005	0	0	0	0	0	0	0	0	336980	99015538	19225538	1591775	207978	162945	23439199	31181	6596639	223317660	8336429	2433778	0	47933730	4901348	12994	0	62442	2539521	656869	1662536	0	0	0	1030284	0	20665	32783095	43917	0	0	21093263	2073517	0	3081577	0	0	1336089	405700	11997	250763	1288904	11835	0	0	1573843	0	23267	24028485	307836	5730872	0	0	25064
9126	14010	15903909	15299635	62278543	0	12679	16223250	336859	43746	0	307502	433162	370624	0	533595	182702	69866	3481.4	0	0	281380	0	29045969	184822	0	0	41904	0	1154010.5	41330211	0	0	0	0	95788	300578	0	0	1738252	0	99235800	24041925	131208	2904216	113169	0	34796	0	0	0	0	0	0	482278	500371	55957	0	0	188063	0	1872116	1874878	320379	0	0	0	443113	11543	0	0	306761	875452	19873702	0	0	0	387419	0	12054	36698644	0	0	271023	0	203269	0	0	2078526	0	7440678	309760	76860	1046331	0	7382.8	114854	0	0	0	476398	0	0	44814	0	0	27275
9132	13380	14870502	7034664	37888	0	66784	37454280	355635.5	121718.5	12153	325046	734159.5	267889	0	0	35481.5	0	73228	0	46654	282327.5	0	11134997.5	152597	49442	0	0	0	717199.5	22763949	0	0	37245	22266	38083	298403	0	0	5607719.5	0	653767	559621	0	0	75725	28364	0	36675	0	4667.6	0	0	0	22965.5	195316	0	0	0	0	0	291685.5	181479	221759.5	0	0	0	3463.2	0	0	0	6837.7	13397	0	0	21264	0	377301	0	0	17977456	11227.5	6433.7	0	0	340177	0	0	0	0	31933	170653.5	29899.6666666667	495007.5	0	0	0	0	0	0	0	0	0	0	0	18526	37768
9177	78046	12476391	1419184	22107691	0	161961	22744177	564120	210333	60020	1096499	471341	370688	123289	84462	0	0	0	0	0	1330741	0	19867431	596072	0	30497	0	7788.2	965887.5	29476589	67696	0	44553	26948	34291	595143	0	2197090	2695228	403829	169959532	93145301	67401	11692461	79839	38402	44410	24267	0	412715	0	0	0	0	939082	0	0	0	0	0	6366305	255747	4126920	159298	41105	0	448724	0	0	34568	317560	0	0	25784	0	0	472556	15201	23269	45479520	7400	0	0	0	456104	0	0	2423297	0	3111546	617150	61800	1232848	0	0	0	0	0	21382	765099	0	63788	0	0	29888	31808
9180	13154	13571517	14272136	409444	3428.5	27061	15291673	487876	30316	12108	359366	390837	162531	102514	134656	266009	1645496	0	0	37740	276601	0	60162821	74685	0	0	0	0	243535.5	2479736	0	0	0	0	93095	272864	0	0	899005	0	1000360	193374	0	0	0	25894	8583.4	23187	0	669603	0	0	0	15663303	217002	536667	0	0	0	587368	326718	44389755	0	1006857	0	0	65570	0	0	0	24017	10544733	2206858	0	0	0	664458	17918	0	59433201	0	0	404665	0	190970	0	0	0	0	0	262709	81032	1295663	0	4139.2	0	0	1278046	0	0	2658188	0	0	0	0	0
9185	37334	11270940	9091266	74992515	0	37245	18445215	239210	107741	59330	676073	364407	165914	0	0	56636	0	0	0	0	708852	0	10503687	342776	0	0	120414	0	635644.5	19097656	0	0	0	0	4164.2	371559	0	60819	1563093	0	98382321	53260930	0	4716990	0	23594	0	0	0	1777902	39399	21704	0	0	487718	0	0	0	0	0	2319266	760937	1344130	77571	0	0	328389	0	0	95422	48309	0	0	0	0	25030	601016	50645	0	7000461	0	0	0	0	226931	0	0	1275981	0	1733281	264348	148617	708728	0	6515.3	0	0	0	0	811795	0	0	0	0	0	24552
9207	15645	11926874	23078978	724621	0	0	12321735	391148	0	94614	1193655	586704	494676	0	119724	89633	0	0	0	0	1275769	0	55833673	613190	0	14129	0	8948.9	1868919	76857065	0	0	116095	0	16431	266599	0	0	458557	0	1126013	360009	0	0	0	21881	0	0	0	2347971	0	0	0	0	995315	78796	0	0	17414	0	1357110	0	456949	0	0	0	896718	0	0	0	2579.3	0	149294	0	0	0	451408	0	10070	46964105	0	0	58262	0	48349	0	0	0	0	529776	237775	52716	705127	0	11627	0	0	0	0	152559	0	0	0	0	0	106894
9210	44344	11575009	2099187	455002	0	0	11077661	571696	23989	15103	563024	377282	355626	237937	0	87380	0	0	0	0	565073	0	33971981	286781	0	0	0	0	867887.5	30938709	0	0	39529	22573	20162	454341	0	0	1179359	0	4150907	521141	0	0	0	0	7555.2	0	0	865400	0	0	0	0	63180	0	0	0	0	0	837867	0	402491	0	0	0	13523	0	0	40718	5839.1	36138	0	19468	55055	0	512640	0	7711	37344231	0	0	0	0	83509	0	0	28130	0	45988	254541	56024	1064138	0	12318	0	0	0	0	0	0	0	0	0	0	167528
9213	13236	25047598	6336273	42627012	45041	0	50527334	469730	38971	36457	618253	1354691	119892	0	98952	51764	777297	0	0	73854	461603	0	11944698	274906	0	0	0	0	567498	17988750	0	0	0	18747	100510	262181	0	402374	1695350	0	147317600	41011047	490092	8959186	0	20757	6825.5	13233	0	1623313	0	0	0	1153408	856909	0	0	0	0	0	2580791	5579176	1716347	0	0	0	173273	15926	0	0	1431.9	3287165	147235439	0	0	0	700794	0	0	30549217	0	0	0	377297	345611	0	0	1402805	0	4616700	276911	58433	518065	0	0	0	0	0	0	120872	0	0	0	0	0	55931
9218	49387	30863504	11601193	0	0	103145	43181297	522797	132079	43306	866812	1539308	219860	771595	30125	2447.2	0	189911	0	50486	835040	0	31797351	510171	0	55117	0	0	431392	9697038	0	0	0	0	130725	519732	66931	0	7127668	0	1087978	250580	0	0	105949	32351	61449	0	0	3693146	0	0	23286	10413694	6195388	740141	95636	240729	684077	12976	40224176	131394335	33868464	6572607	999931	17545987	4006743	12389	9213.6	46851	0	784054	328324	178147	0	0	358550	0	0	24848303	0	0	4597615	1240745	1940666	51966	0	0	0	0	206269	62090.5	1085630	0	10226	75146	79626	78820	32915	3779202	0	221642	0	0	48705	156390
9219	41154	17657585	6335207	0	0	8439.2	26218987	538820	0	27395	788169	982651	397361	271426	0	14262	0	16346	31109	0	793976	0	43218609	459632	1141852	0	37508	0	1284880.5	46882699	0	0	0	0	26655	435454	0	0	2720382	0	3882504	849362	258935	0	0	16568	11714	0	0	652432	0	0	0	0	374457	0	0	0	0	0	5143639	990005	2201020	4200059	28276	1559711	179464	13196	13384	29655	3389.2	0	137939	36167	0	0	751791	14417	0	33690055	0	0	0	0	69584	74170	0	0	0	441500	311798	62481	0	0	11340	0	0	0	0	298298	0	0	0	0	0	194782
9267	48803	4833072	741698	17401882	0	0	6270755	175438	0	23152	621474	23541	592316	0	0	46673	0	0	0	0	622896	123572	79581021	259260	3110814	0	0	27211	1528353	40579272	13852	0	0	0	0	363620	0	1678629	514605	0	49861643.5	53132186	0	5908216	0	18865	5316	13420	0	0	0	0	0	0	377047	0	0	0	0	0	1221956	0	688626	0	0	0	114451	10857	0	40414	2864.4	0	0	29947	33746	0	307926	13380	0	26270253	0	0	0	0	91829	0	0	1759816	0	1159823	317299	52071	1654124	0	17375	0	0	0	0	939234	0	12965	0	0	0	89169
9279	12074	26087453	8706953	52096990	0	188988	46537986	827283	514421	14794	319779	858684	150613	0	222579	129460	0	23941	0	92709	349442	0	41014942	245638	0	0	0	0	280585.5	646383	0	0	0	0	98666	281124	59413	618211	2847367	0	101078737	56895345	25241	4753115	69633	32164	15054	0	0	3037145	0	0	0	750751	13413206	1677713	0	50677	2130237	0	17998632	15996594	12757093	1336150	0	0	3244266	0	0	0	0	43408	0	0	0	0	440599	12068	0	54629077	0	25875	0	0	606152	0	412739	1682504	0	2179250	409497	51412	933661	0	0	45659	154410	0	92638	3886992	0	198803	874392	0	44581	78579
9287	15448	3395117	2497418	59603120	0	0	5654114	502980	0	0	246349	273574	115670	0	0	63242	0	0	0	0	220158	0	4697141	100453	0	0	43450	0	508019	0	15617	0	0	0	0	186934	0	1608384	95166	0	82547220	38801116	0	9973003	0	22431	9592.1	0	0	215868	0	0	0	0	180152	0	0	0	0	0	488623	0	87834	0	0	0	83099	0	0	0	0	0	0	0	0	0	154478	34994	0	11484750	0	0	0	0	9416.3	0	0	3124888	0	542519	189150	80424	615905	0	9009.4	0	0	0	0	75704	0	0	0	0	0	230355
9304	48082	3830260.5	687388	19444191.5	0	0	5691099.5	468462	0	32881	588196.5	150167.5	249510	0	0	0	0	85657	0	0	686747.5	0	30634479	274680.5	3886897	35131	0	0	1012644	29426466	47141	0	65597	27739	0	211606.5	0	149233	2684398	0	71701914.5	41054128	0	6158745.5	53765	16036.5	248355	0	13105	616304	0	0	0	0	1270214.5	0	0	0	0	0	6696875	0	6399180.5	0	83281	0	285548	0	64944	37398	120280	0	45620	32226	38472	0	468313	22263	0	37445520.5	0	9619.7	0	0	148901.5	0	0	2856162	0	956770	232073	52434.5	861750	0	2647	0	116098	0	257103	1190363	0	172328	0	0	164212	228035
9316	29259	5913157	7163977	8039.3	0	13298	17681369	237090	5606.5	17831	409449	556847	272748	0	33654	146291	0	40536	0	0	303160	0	29868412	167976	624588	0	56517	0	228706.45	5598089	0	0	0	0	55879	477221	8463	0	5679767	0	622921	408590	0	0	59156	17441	9783.9	0	0	518012	0	0	0	0	5286439	0	35783	35916	0	0	4022317	811366	4403542	666092	100153	1801045	376659	0	0	213442	46016	0	0	55310	0	9788.1	507697	40325	0	17079695	0	0	0	0	301143	0	0	0	0	0	172079	114941	1412253	0	7951.2	0	0	0	0	231441	0	0	0	0	0	36511
9324	33751	9613543	5894799	101647646	0	305636	27024966	197143	577091	25136	256004	421530	152720	0	80164	112793	0	0	0	0	313966	221301	26754077	127357	0	0	0	0	660634	13703175	0	0	0	0	0	207173	7586.6	2502339	0	89694	179682484	143698931	27680	16600802	0	0	0	0	0	451088	0	0	0	182379	2954061	0	0	8324.1	952761	0	4760512	3447736	4190389	911775	0	3346231	564629	0	175444	0	0	0	418410	0	0	0	191638	0	0	10061832	0	0	0	0	577928	0	147216	2584695	0	6065871	497916	0	0	0	0	0	0	0	0	1400100	0	45431	478016	0	0	425887
10047	44761	22059918	2110654	0	0	104543	50703267	629719	106326	72499	1084760	1035799	330797	446122	108975	27942	0	0	0	0	1131393	0	24519600	609186	1146426	0	0	7574.1	838105.5	26225354	0	0	52157	22158	70782	639501	28660	0	808467	0	1315910	319475	0	0	60259	0	0	11156	0	0	0	0	0	305025	133652	0	0	0	0	4334.1	5068360	23888177	1902115	1076687	0	1766783	113620	0	0	0	35391	828786	0	0	0	0	296286	0	0	18500226	0	0	634681	629352	229288	0	65609	0	0	0	137995	22523	1323908	0	10068	0	0	24049	0	292822	0	0	0	0	0	0
10106	14418	11574776	4576330	519120	0	0	8082728	475323	33331	0	262966	270865	294559	489507	20794	72597	0	11561	0	0	230231	0	39851724	122026	732456	29988	90225	0	409972.5	10726056	0	0	0	0	0	227198	4434.5	0	1777407	0	3318555	592938	0	0	78746	22999	141901	0	0	0	0	0	0	107180	358937	0	0	0	92680	0	7631304	4820576	1337708	609180	43409	2182292	483189	0	0	0	0	8959.4	0	17079	0	37552	182879	39020	0	26106641	0	0	0	0	68264	0	0	0	0	0	181393	142579	1139465	0	6077.5	0	0	0	0	334931	0	0	0	0	39045	12731
10157	30226	16121671	5549831	3657378	0	0	15407645	212385	0	11951	327603	516408	110901	302083	0	60417	0	0	0	0	428402	0	492811	213777	0	0	0	0	17411	0	0	0	0	0	0	292534	45907	0	449399	0	13708736	918590	0	97492	59651	0	30994	0	0	0	0	0	0	83093	96982	0	0	0	0	0	3124325	7376213	1360986	724696	34208	4393952	105572	9844.3	0	0	0	0	0	35186	0	0	191674	0	0	2288853	0	0	0	0	34639	0	0	0	32268	0	75938	77529	994513	0	0	0	0	0	0	26888	0	0	0	0	0	131984
10164	15478	1958601	2447535	14940760	0	0	5175675	298444	7585.1	10921	339783	73533	267227	0	0	47818	0	0	0	0	408462	0	35995508	193082	0	0	0	0	698187	17637099	0	0	0	0	0	137136	3077.3	497998	1078102	0	17567064	10026674	0	1448028	80007	0	8771.7	14682	0	0	0	0	0	220489	1307847	68414	0	0	0	0	1532748	3386649	2024086	1159304	34551	0	259824	0	0	0	0	0	0	36671	0	0	280783	24761	0	45507240	0	0	0	0	160781	0	0	1261833	0	0	117351	56195	1665228	0	4892.9	0	116069	0	202092	273733	0	0	0	0	7335.8	92699
10172	33561	9788682	6509272	0	0	31704	20107995	410263	73221	19892	649032	674691	250086	407851	23642	146996	0	0	0	98263	609044	0	23718738	322438	602175	0	0	0	578557	13478874	0	0	0	0	0	272404	210738	0	1178539	0	525718	146585	0	0	0	0	0	0	0	0	0	5047.4	0	0	3001778	933244	38071	35374	0	0	7246204	3811970	11145928	9095842	202433	2487515	595677	0	79502	0	0	0	0	31160	0	0	329614	27706	0	17293331	0	0	0	0	443675	0	0	0	0	0	93335	79445	0	0	0	0	177450	0	168830	801121	0	95312	283921	0	0	19118
11041	11602	9521404	14303420	99692489	0	7605	9574484	550463	0	12989	560347	376049	282427	0	206276	160858	0	19718	0	0	499355	0	13951115	226542	604509	0	0	5956.8	966060	33638350	0	0	115965	49083	0	285128	0	367550	3106480	0	82277974	25114939	0	4333026	0	0	7319.4	14358	0	0	0	139556	67855	401824	2017130	70481	29464	28150	255492	0	3361648	1654109	584354	0	0	0	1358814	0	0	58132	2580.8	316746	5098115	0	0	7441.7	239449	12575	0	10707797	0	0	524262	0	347058	0	0	2170729	0	4278468	220967	59708	944823	0	12349	28844	0	0	0	2104934	0	67293	461099	0	0	30581
11071	16329	3491682	6160720	210542	0	0	11516579	275473	0	10063	444631	358481	96951	0	0	90538	0	0	0	0	413306	0	2339034	201983	0	0	0	0	237735.5	9611089	0	0	0	4059.9	2835.9	223318	46775	0	648397	0	665610	72084	0	0	48456	0	7639.1	0	0	0	34367	0	0	0	88413	0	0	0	0	0	174508	160731	258575	387332	0	292990	17804	0	0	134353	0	0	0	0	0	0	229087	0	0	5911636	0	0	0	0	5489.7	0	0	0	26528	0	130370	51900	598256	0	6823.2	0	0	0	0	0	0	0	0	0	0	35783
11087	10203	13658882	2364978	0	0	0	12042750	112876	0	110157	1332262	596368	209761	0	0	0	0	0	0	0	1472650	0	8737726	516039	627974	0	0	0	636113	23629872	0	0	47873	18855	0	215058	0	0	544609	0	670373	218024	0	0	0	0	0	0	0	757307	0	0	0	196169	92884	0	0	0	0	0	4107030	24139036	1873630	1251143	60524	2067654	77971	0	88210	24113	0	99113	0	0	0	5762.3	173965	0	0	18037590	0	0	0	153451	48576	0	0	0	0	0	111813	48561	1857752	0	5263.3	0	0	0	0	215296	0	0	0	0	0	150070
11107	17719	3166200	7036199	1562701	0	0	9299217	291942	0	15669	602031	387834	292358	116848	0	8568.4	0	43112	0	0	631464	0	13056169	306149	256264	0	0	0	476984.5	15346677	0	0	28472	0	130354	436510	39767	0	4390921	0	1281775	195399	0	0	67638	0	0	0	0	0	42253	64836	0	0	81456	0	0	0	0	0	158834	638215	249825	78570	1987.9	0	11024	0	0	14127	2296.7	0	0	0	0	0	217878	0	0	10166509	4990.7	0	0	0	0	0	0	82932	29094	0	134914	34639.5	610254	0	7871.8	0	0	0	0	0	0	0	0	0	0	71824
11127	14659	2232668	635356	8487024	0	0	4472954	333965	0	20833	805847	142658	231142	50008	0	42759	0	0	0	46468	742563	0	3601316	350993	201389	20393	0	8212.4	511617.5	18126291	30318	0	0	0	0	232501	0	51627	925459	0	48931637	18486892	0	2912480	0	0	0	0	0	0	0	0	0	0	208953	0	0	0	0	0	1029374	0	2571691	0	18818	0	0	0	0	23235	174593	0	0	0	0	49714	287081	66043	0	7202628	0	0	0	0	82301	0	0	2174409	0	519162	166871	193548.5	765087	0	0	0	0	0	41617	167714	0	14588	0	0	0	121271
11132	11091	4400956	15548096	65453037	0	83832	16516141	361298	116043	48961	283502	226061	1028937	0	147785	98442	0	0	0	26684	278073	0	74426084	144632	3058991	33346	51448	14719	306384.5	0	0	0	0	0	27442	92191	0	0	2426896	0	18034406	16489590	0	1527807	78289	0	205243	0	0	0	91790	261668	481118	22298821	20807787	113840	199113	193539	6863461	0	2631550	73352240	6463313	719963	0	25372804	2527571	0	0	0	10074	170268	1246748	53801	0	0	168014	0	0	38465616	16025	14066	988007	8937196	1383456	37788	1451183	0	0	2186325	358340	70414	1125675	722213	7191.1	132207	75137	192102	0	1931111	9812808	1002953	7628214	0	949296	0
11157	16149	45962802	15910465	142878	0	215472	108911321	1092957	325128	45090	902177	2380680	158367	273585	192263	37659	0	0	0	77330	764090	0	21996421	353136	24244	0	0	0	504634.5	13134857	0	0	28318	0	113886	338781	0	0	2609500	0	1064524	154142	0	0	0	0	0	0	0	0	0	10500	0	0	1349786	0	0	6835.1	0	0	5345091	0	1451780	0	0	189807	642705	0	0	0	0	66507	0	0	0	0	288755	0	0	24643336	21346	0	285257	0	282869	0	0	0	0	0	140653	37518	669734	0	0	0	0	0	0	713447	0	11962	0	0	0	45395
11178	17536	15607020	4300567	24208	0	0	25997647	191023	0	0	276058	883368	286262	206455	27963	378982	0	2817.8	0	63835	317642	0	10536485	188396	0	31907	0	0	240479	7331172	0	0	0	0	12709	249639	0	0	944203	0	195375	34452	0	0	76690	0	180308	0	0	0	50478	0	0	0	1554708	0	0	0	0	0	982694	0	3076423	0	20224	0	85515	6679.6	0	0	0	598937	0	4053	0	0	198647	0	0	7736094	0	0	0	0	174285	0	0	0	36473	0	127992	0	718055	0	3852.4	0	92643	0	195792	0	0	0	0	0	106037	148255
11206	33150	16120991	9651907	0	0	152822	42114653	79213	205171	269640	3205393	1614252	506170	283438	106944	6492.1	0	0	0	0	3800875	0	41758476	1610012	1518199	77021	11370	56112.5	701698.5	16650549	0	0	0	0	28734	1006420	105957	0	317495	0	672417	244765	0	0	0	0	7013.4	0	0	0	0	22879	0	584391	1245816	0	0	67240	1254945	0	9550376	11775726	6127066	4077010	0	6666149	813702	0	14502	21147	0	44042	0	76162	0	0	437681	0	0	18882662	9056.9	0	0	247097	439390	0	440108	0	0	0	253032	50787	0	0	5313.6	0	173914	0	0	463314	0	29132	581939	0	0	28667
11227	100429	15678529	3254223	0	4462.1	32781	37440080	161369	57728	57100	1388679	903889	333436	0	0	0	0	0	0	0	1465260	0	7746232	774088	1388421	57628	0	17413.2	508094	16113006	0	0	0	0	71399	883472	22941	0	686951	0	299059	79866	0	0	115870	0	260887	0	0	0	0	0	0	153994	2122283	414103	0	0	0	0	8052250	12075787	16295092	8373655	248440	4105460	255445	0	0	11855	0	9453.7	0	114888	0	0	451472	0	0	11554884	0	0	0	0	1127966	0	0	0	0	0	246679	6692.2	600408	0	9159.4	0	0	0	21225	319721	0	0	0	0	89933	65679
11238	63083	2207272	1441244	15328107	0	0	3529284	282390	0	50452	1350904	169124	521455	162354	0	29401	0	0	0	0	1282551	0	15004339	546339	1364175	44905	0	37372	748459	27536807	0	0	55074	23926	0	637625	0	78516	328767	0	32316807	15944954	0	2471312	0	0	0	0	0	0	0	0	0	0	157598	0	0	0	0	0	435940	136765	454448	0	0	0	0	0	0	4298.7	0	0	0	74888	0	0	327889	0	0	7536511	0	0	0	0	85611	0	0	751773	0	271941	339666	0	1765813	0	5792.1	0	0	0	0	48569	0	0	0	0	0	145416
11287	30608	9046130	3592665	330107	0	18745	21435864	363513	0	29397	955455	683012	463525	810627	0	40751	0	0	0	0	1011984	0	30205977	541719	770531	0	0	15610	480497	13769746	0	0	0	0	0	384688	37608	0	193381	0	2396065	341801	134951	42471	0	0	10699	0	0	0	0	0	0	837674	335896	0	0	0	0	13362	517881	11740375	273451	656432	0	0	72174	0	0	3308.2	0	899131	18851295	0	0	0	358007	0	0	43107320	0	0	0	0	47634	0	0	0	0	175820	208257	0	1718267	0	8275.4	0	0	0	0	0	0	0	0	0	62873	22325
12089	9370	26153530	22866013	180671	484781	95566	23114760	668738	80281	0	158499	1114487	124984	0	444700	31234	434316	0	0	66248	166536	0	15279054	72142	0	0	0	0	140875.5	3889103	0	0	0	0	76740	203495	0	0	727973	0	416115	48935	0	0	74145	0	98779	0	0	0	86104	0	0	9792859	1546994	200715	5870.8	0	1931313	446947	1615649	19571275	602309	533555	0	650314	615125	0	0	0	0	6660044	0	0	0	0	327974	10483	11257	26286279	0	15410	650111	342014	373689	0	0	0	0	0	260793	63146	1146916	0	6570.5	0	0	200559	0	132511	0	0	0	0	66617	108822
12147	20447	7031082	5224792	51225563	0	0	9840024	248055	0	14044	429289	426660	293493	64276	95325	11708	0	0	0	0	601233	0	30026334	316611	0	0	0	0	1041040.5	28492992	6847	0	76030	25200	0	153678	0	498955	429440	0	41076232.5	19866308	0	6533334	0	0	9279.6	0	0	0	53469	9927.5	0	59202	1924394	36730	0	31506	0	0	7319161	2736194	3018079	1560524	0	0	1170094	0	0	0	368255	0	0	0	0	0	538944	0	0	58605060	0	0	0	0	84246	0	0	1741192	0	2967476	501942	72596.5	1792667	0	8045.2	0	0	0	0	2947704	0	74977	802702	0	0	92051
